Country,Year,Production,Type
Papua New Guinea,2021/22,725,Arabica
Papua New Guinea,2022/23,825,Arabica
Papua New Guinea,2023/24,930,Arabica
Papua New Guinea,2024/25,800,Arabica
Papua New Guinea,2025/26,900,Arabica
Paraguay,2021/22,0,Arabica
Paraguay,2022/23,0,Arabica
Paraguay,2023/24,0,Arabica
Paraguay,2024/25,0,Arabica
Paraguay,2025/26,0,Arabica
Peru,2021/22,4200,Arabica
Peru,2022/23,3475,Arabica
Peru,2023/24,3912,Arabica
Peru,2024/25,3700,Arabica
Peru,2025/26,4200,Arabica
Philippines,2021/22,25,Arabica
Philippines,2022/23,25,Arabica
Philippines,2023/24,25,Arabica
Philippines,2024/25,25,Arabica
Philippines,2025/26,25,Arabica
Russia,2021/22,0,Arabica
Russia,2022/23,0,Arabica
Russia,2023/24,0,Arabica
Russia,2024/25,0,Arabica
Russia,2025/26,0,Arabica
Rwanda,2021/22,270,Arabica
Rwanda,2022/23,275,Arabica
Rwanda,2023/24,360,Arabica
Rwanda,2024/25,300,Arabica
Rwanda,2025/26,350,Arabica
Saudi Arabia,2021/22,0,Arabica
Saudi Arabia,2022/23,0,Arabica
Saudi Arabia,2023/24,0,Arabica
Saudi Arabia,2024/25,0,Arabica
Saudi Arabia,2025/26,0,Arabica
Senegal,2021/22,0,Arabica
Senegal,2022/23,0,Arabica
Senegal,2023/24,0,Arabica
Senegal,2024/25,0,Arabica
Senegal,2025/26,0,Arabica
Serbia,2021/22,0,Arabica
Serbia,2022/23,0,Arabica
Serbia,2023/24,0,Arabica
Serbia,2024/25,0,Arabica
Serbia,2025/26,0,Arabica
Sierra Leone,2021/22,0,Arabica
Sierra Leone,2022/23,0,Arabica
Sierra Leone,2023/24,0,Arabica
Sierra Leone,2024/25,0,Arabica
Sierra Leone,2025/26,0,Arabica
Singapore,2021/22,0,Arabica
Singapore,2022/23,0,Arabica
Singapore,2023/24,0,Arabica
Singapore,2024/25,0,Arabica
Singapore,2025/26,0,Arabica
South Africa,2021/22,0,Arabica
South Africa,2022/23,0,Arabica
South Africa,2023/24,0,Arabica
South Africa,2024/25,0,Arabica
South Africa,2025/26,0,Arabica
Sri Lanka,2021/22,0,Arabica
Sri Lanka,2022/23,0,Arabica
Sri Lanka,2023/24,0,Arabica
Sri Lanka,2024/25,0,Arabica
Sri Lanka,2025/26,0,Arabica
Switzerland,2021/22,0,Arabica
Switzerland,2022/23,0,Arabica
Switzerland,2023/24,0,Arabica
Switzerland,2024/25,0,Arabica
Switzerland,2025/26,0,Arabica
Taiwan,2021/22,0,Arabica
Taiwan,2022/23,0,Arabica
Taiwan,2023/24,0,Arabica
Taiwan,2024/25,0,Arabica
Taiwan,2025/26,0,Arabica
Tanzania,2021/22,650,Arabica
Tanzania,2022/23,650,Arabica
Tanzania,2023/24,750,Arabica
Tanzania,2024/25,700,Arabica
Tanzania,2025/26,750,Arabica
Thailand,2021/22,0,Arabica
Thailand,2022/23,0,Arabica
Thailand,2023/24,0,Arabica
Thailand,2024/25,0,Arabica
Thailand,2025/26,0,Arabica
Togo,2021/22,0,Arabica
Togo,2022/23,0,Arabica
Togo,2023/24,0,Arabica
Togo,2024/25,0,Arabica
Togo,2025/26,0,Arabica
Trinidad and Tobago,2021/22,0,Arabica
Trinidad and Tobago,2022/23,0,Arabica
Trinidad and Tobago,2023/24,0,Arabica
Trinidad and Tobago,2024/25,0,Arabica
Trinidad and Tobago,2025/26,0,Arabica
Turkey,2021/22,0,Arabica
Turkey,2022/23,0,Arabica
Turkey,2023/24,0,Arabica
Turkey,2024/25,0,Arabica
Turkey,2025/26,0,Arabica
Uganda,2021/22,990,Arabica
Uganda,2022/23,990,Arabica
Uganda,2023/24,1000,Arabica
Uganda,2024/25,1030,Arabica
Uganda,2025/26,1060,Arabica
Ukraine,2021/22,0,Arabica
Ukraine,2022/23,0,Arabica
Ukraine,2023/24,0,Arabica
Ukraine,2024/25,0,Arabica
Ukraine,2025/26,0,Arabica
United Kingdom,2021/22,0,Arabica
United Kingdom,2022/23,0,Arabica
United Kingdom,2023/24,0,Arabica
United Kingdom,2024/25,0,Arabica
United Kingdom,2025/26,0,Arabica
United States,2021/22,38,Arabica
United States,2022/23,40,Arabica
United States,2023/24,50,Arabica
United States,2024/25,50,Arabica
United States,2025/26,50,Arabica
Uruguay,2021/22,0,Arabica
Uruguay,2022/23,0,Arabica
Uruguay,2023/24,0,Arabica
Uruguay,2024/25,0,Arabica
Uruguay,2025/26,0,Arabica
Venezuela,2021/22,500,Arabica
Venezuela,2022/23,500,Arabica
Venezuela,2023/24,500,Arabica
Venezuela,2024/25,500,Arabica
Venezuela,2025/26,500,Arabica
Vietnam,2021/22,1100,Arabica
Vietnam,2022/23,1000,Arabica
Vietnam,2023/24,1000,Arabica
Vietnam,2024/25,1000,Arabica
Vietnam,2025/26,1200,Arabica
Yemen,2021/22,0,Arabica
Yemen,2022/23,0,Arabica
Yemen,2023/24,0,Arabica
Yemen,2024/25,0,Arabica
Yemen,2025/26,0,Arabica
Zambia,2021/22,0,Arabica
Zambia,2022/23,0,Arabica
Zambia,2023/24,0,Arabica
Zambia,2024/25,0,Arabica
Zambia,2025/26,0,Arabica
Zimbabwe,2021/22,0,Arabica
Zimbabwe,2022/23,0,Arabica
Zimbabwe,2023/24,0,Arabica
Zimbabwe,2024/25,0,Arabica
Zimbabwe,2025/26,0,Arabica
